#,url,sentence,label
1691,https://www.bis.org/review/r190527b.htm,"yet despite being an innovation-friendly regulator, in terms of cbdcs, we do not have much inhouse projects to share, at least at this point.",Process
1692,http://www.bis.org/review/r221207d.htm,"by offering a digital, risk-free common denominator, a central bank digital currency would facilitate convertibility among different forms of private digital money.",Feature
1693,http://www.bis.org/review/r211202d.htm,i also briefly referred to the report on the digital euro that had just been published.,Process
1694,https://www.bis.org/review/r201124e.htm,"purely technical issues aside, we must further analyse the macroeconomic and financial consequences of a digital euro in the different scenarios identified, as there are basic aspects regarding the potential impact of the digital euro on the economy that would have to be clarified before taking a decision on issuing it.",Process
1695,https://www.bis.org/review/r240430a.htm,"we will also continue to dialogue with market participants, merchants and consumers as we strive to build a digital euro that matches their expectations.",Process
1696,http://www.bis.org/review/r221031j.htm,"moreover, the coordination between the management of cash and, if so decided, the future digital euro should be foreseen.",Process
1697,http://www.bis.org/review/r230419c.htm,"so, a central consideration must be how a potential u.s. cbdc could incorporate privacy considerations into its design, and what technology and policy options could support a robust privacy framework.",Feature
1698,http://www.bis.org/review/r220629d.htm,"payees, mostly merchants, have to understand the clear-cut and attractive features offered by a cbdc (central bank digital currency), and payers have to learn that cbdc (central bank digital currency) is a ""somewhat official means of payment"", offered to them by their trusted payment providers at conditions that are transparent to them and don't involve all their data being sold to interested parties.",Feature
1699,http://www.bis.org/review/r220629d.htm,"however, we need to stop regarding the digital euro and private payment solutions as rivals.",Process
1700,http://www.bis.org/review/r211202d.htm,"the digital euro would not be a competitor to the private sector; rather, the latter would play an essential role in its introduction and functioning.",Feature
1701,https://www.bis.org/review/r240918c.htm,"as such, the australian government would ultimately decide whether to introduce a retail cbdc.",Process
1702,http://www.bis.org/review/r211116g.htm,"at the ecb, we have launched the investigation phase of a digital euro project that will address key issues regarding the potential design and distribution of a digital euro, which would be a complement to cash, not a replacement for it.",Feature
1703,http://www.bis.org/review/r210705c.htm,"i look forward to reviewing public input on the discussion paper, which will inform the federal reserve's ultimate evaluation of a potential cbdc.",Process
1704,http://www.bis.org/review/r210616a.htm,"accordingly, the digital euro should be widely accessible, inclusive, and respectful of privacy.",Feature
1705,https://www.bis.org/review/r240709a.htm,the survey also showed what characteristics a digital euro needed to have in order for people to embrace it.,Process
1706,http://www.bis.org/review/r210414h.htm,"[ they suggest, for example, that a digital euro should be integrated with mobile and online payments and banking services.",Feature
1707,http://www.bis.org/review/r221017i.htm,"it could be that individuals outside the united states would find a u.s. cbdc particularly attractive, but, again, making a u.s. cbdc globally available would raise a number of issues, including money laundering and international financial stability concerns.",Risk-Benefit
1708,https://www.bis.org/review/r240425d.htm,"but before i start, i am delighted to announce that the bundesbank und the mit dci have agreed to cooperate in the field of cbdc.",Process
1709,https://www.bis.org/review/r201103a.htm,the arguments in favour of cbdcs have intensified during the pandemic; one of them is reaffirming the role of central banks as the sole issuers of money.,Risk-Benefit
1710,https://www.bis.org/review/r200205j.htm,"it is also important to consider whether cbdc would have legal tender status, depending on the design.",Feature
1711,http://www.bis.org/review/r221003i.htm,"they are thus best placed to be the direct counterparts for the individuals, merchants and businesses that would use the digital euro.",Feature
1712,http://www.bis.org/review/r230419c.htm,"one could imagine a digital u.s. dollar, a digital euro, or a digital beyond this baseline definition though, ""what is a cbdc"" defies a simple definition.",Process
1713,http://www.bis.org/review/r230427b.htm,the digital euro the main reason behind the digital euro project is the declining use of cash.,Process
1714,https://www.bis.org/review/r240408c.htm,"moreover, being discussed in the political union with the strongest privacy and security laws in the world, the digital euro will, of course, comply with all eu rules on data protection.",Feature
1715,http://www.bis.org/review/r220907b.htm,this phase will comprise the development and testing of the technical solutions and frameworks needed for the issuance of a digital euro.,Process
1716,https://www.bis.org/review/r201008g.htm,"2/ a european acceleration on cbdc, which is not yet a decision, as published by the ecb last friday.",Process
1717,https://www.bis.org/review/r171010b.htm,mas issued a digital representation of the singapore dollar - a central bank digital currency - and placed it on the distributed ledger for domestic inter-bank settlement.,Feature
1718,https://www.bis.org/review/r240918c.htm,"and aside from the legal impediments, i find it inconceivable that a digital chinese yuan or digital euro would circulate as the currency of choice for australians.",Risk-Benefit
1719,http://www.bis.org/review/r220422d.htm,"and globally, 87 4 ] countries - representing over 90% of global gdp - are currently exploring a cbdc.",Process
1720,https://www.bis.org/review/r201130c.htm,the ecb recently published a report on the issuance of a central bank digital currency (cbdc) from the perspective of the eurosystem.5 the report offers a preliminary analysis of potential solutions for the technical implementation of a digital euro with regard to the back-end infrastructure and end-user access solutions.,Process
1722,https://www.bis.org/review/r231121i.htm,"in addition to cooperating with the co-legislators, this naturally involves establishing communication channels with citizens and merchants in order to ascertain the shortcomings they perceive in the current payments market and the characteristics they would like a digital euro to have.",Process
1723,https://www.bis.org/review/r201201e.htm,"hence, the discussion largely focuses on ""retail cbdc"" - that is, central bank-issued digital currency which the general public can use alongside other means of payment like cash or credit cards.",Feature
1724,https://www.bis.org/review/r240301d.htm,central bank digital currencies the growing interest in digital forms of payments worldwide has led seacen central banks to explore the possibilities of central bank digital currency (cbdc).,Process
1725,http://www.bis.org/review/r220810a.htm,"and we, as the eurosystem, would ensure that a digital euro - if it came to fruition - could be exchanged for cash at any time, and vice versa.",Feature
1726,http://www.bis.org/review/r220422d.htm,[ and cbdcs could support the digitalisation of the banking sector by facilitating innovative payment opportunities and levelling the playing field for banks that are more exposed to competition from new players like big tech firms.,Risk-Benefit
1727,http://www.bis.org/review/r221031j.htm,"today i will focus on three aspects of the cbdcs: risks, challenges and opportunities.",Process
1728,http://www.bis.org/review/r230628e.htm,"a central bank digital currency would offer a digital, risk-free standard and facilitate convertibility among different forms of private digital money.",Feature
1729,http://www.bis.org/review/r210806a.htm,"if the same percentage of the unbanked population would not be interested in a federal reserve cbdc account, this means that a little more than 1 percent of u.s. households are both unbanked and potentially interested in a federal reserve cbdc account.",Process
1730,http://www.bis.org/review/r230124i.htm,"in my remarks today i will discuss how the digital euro could help enable us to use our money whenever, 4 ] wherever we need it throughout the euro area.",Risk-Benefit
1731,http://www.bis.org/review/r230419c.htm,"a cbdc, if not properly designed, could disrupt the banking system and lead to disintermediation, potentially harming consumers and businesses, and could present broader financial stability risks.11 consider the consequences of a cbdc that pays interest at comparable or better rates than commercial bank deposits and other low-risk assets.",Risk-Benefit
1732,https://www.bis.org/review/r241106g.htm,"in the wake of project mariana, where we tested the cross-border exchange of cbdc, we are currently working together on project rialto to improve the fx layer of instant crossborder payments.",Process
1733,https://www.bis.org/review/r240625c.htm,"5 according to the cbdc tracker, the bahamas, jamaica, nigeria and zimbabwe have already introduced cbdcs.",Process
1734,http://www.bis.org/review/r230912d.htm,"given these profound implications, at the hkma we have been extensively involved in cbdc research at both the wholesale and the retail level, in order to future-proof our economy, as our ""fintech 2025"" strategy eloquently puts it.",Process
1735,https://www.bis.org/review/r181002b.htm,the design of a cbdc has important implications for its risks and benefits.,Process
1736,https://www.bis.org/review/r201022f.htm,but introducing a digital euro could pose challenges.,Risk-Benefit
1737,https://www.bis.org/review/r240531a.htm,"in chile, we published last march the second report on cbdcs.",Process
1738,http://www.bis.org/review/r211202d.htm,this group will be the forum for fluid debate between the eurosystem and the finance industry on the design and distribution of a potential digital euro.,Process
1739,http://www.bis.org/review/r221017i.htm,"that is, advocates for a cbdc tend to promote the potential for a cbdc to reduce payment frictions by lowering transaction costs, enabling faster settlement speeds, and providing a better user experience.",Risk-Benefit
1740,http://www.bis.org/review/r230705c.htm,"there are many possible motivations to introduce a cbdc and there is, in my view, no global ""one size fits all"" solution.",Process
1741,http://www.bis.org/review/r210617c.htm,that is why several working groups in the eurosystem are testing possible technical designs of a digital euro and analysing the economic implications of its issuance.,Process
1742,https://www.bis.org/review/r240313n.htm,"very few countries around the world have already implemented such cbdcs for the general public, most are still at a rather early stage overall, with the euro area being relatively far along in its deliberations.",Process
1743,http://www.bis.org/review/r230111b.htm,"last january, the fed published a paper soliciting comment on possible forms and uses of a cbdc in the united states.",Process
1744,http://www.bis.org/review/r220325e.htm,"these issues need to be addressed by design in the architecture and functionality of a digital euro, for example by introducing holding limits or by promoting an intermediated model.",Feature
1745,http://www.bis.org/review/r210705c.htm,"in offering my views on this and other issues related to cbdcs, i am speaking for myself as a member of the board of governors, and not for the board itself or any other fed policymakers.",Process
1746,http://www.bis.org/review/r220517a.htm,"[ in october 2021 the ecb launched a two-year investigation phase to define the design features of a digital euro, such as how to ensure confidentiality, which use cases to prioritise and what business options to offer intermediaries.",Process
1747,https://www.bis.org/review/r201020g.htm,does cbdc have to be based on dlt?,Process
1748,https://www.bis.org/review/r240625c.htm,this is a crucial difference between the digital euro and its private competitors.,Feature
1749,http://www.bis.org/review/r210727b.htm,"â€¢ realizing the benefits of cbdcs and digital payments comes along with the implicit requirement to foster public payments' infrastructure, including new domestic and cross-border payment services.",Process
1750,https://www.bis.org/review/r200911a.htm,"the third consideration is that a digital euro would need to be designed to meet the public's demand for digital payments, without discouraging or crowding out private payment solutions.",Feature
1751,http://www.bis.org/review/r221003i.htm,cooperation between the public and private sectors is crucial to make the digital euro a reality.,Process
1752,https://www.bis.org/review/r201124e.htm,"indeed, as you know, within the eurosystem we are, like many of our international counterparts, painstakingly analysing the possibility of issuing digital currency: a ""digital euro"" in our case.",Process
1753,http://www.bis.org/review/r230705c.htm,"with a digital euro, we would have a payment solution in public money for retail payments all across the euro area - under european governance.",Feature
1754,https://www.bis.org/review/r231218i.htm,the eurosystem will continue this journey with stakeholders and will adjust the digital euro design upon finalisation of the legislative negotiations that are running in parallel.,Process
1756,http://www.bis.org/review/r220422d.htm,this paper develops a micro-founded general equilibrium model of payments to study the impact of a cbdc on intermediation of private banks.,Process
1757,http://www.bis.org/review/r220824b.htm,"the vulnerability of the crypto ecosystem to hacks and theft as well as its capacity to facilitate financial crime, money laundering and other illegal activities is another reason to offer safe and legal means of payment in the digital age via cbdcs.",Risk-Benefit
1758,https://www.bis.org/review/r210211d.htm,the link between private money and digital euro accounts would avoid fragmentation of a user's liquidity and would also be useful for outgoing payments.,Feature
1759,http://www.bis.org/review/r210811a.htm,ensuring high standards of cybersecurity and parallel efforts on financial literacy is therefore essential for any country dealing with cbdc.,Risk-Benefit
1760,https://www.bis.org/review/r191122l.htm,"also, the exact set-up of a cbdc needs to be thought through as the specifications may determine the potential effects.",Process
1761,https://www.bis.org/review/r240709a.htm,"joachim nagel: the digital euro and the protection of privacy opening video address by dr joachim nagel, president of the deutsche bundesbank, at the international conference on payments and securities settlement - data and information, eltville, 5 july 2024.",Process
1762,http://www.bis.org/review/r220531c.htm,the bank of japan has been testing the technical feasibility of the functions and features required for cbdc.,Process
1763,http://www.bis.org/review/r210702j.htm,the bank of england is exploring the case for a cbdc but has not made a decision yet.,Process
1764,https://www.bis.org/review/r231017b.htm,"of money work program h some takeaways from our recent cbdc pilot project,!""",Process
1765,http://www.bis.org/review/r210705c.htm,others say that a cbdc would overcome longstanding economic inequalities in american society.,Risk-Benefit
1766,https://www.bis.org/review/r231113r.htm,the digital euro is meant to complement cash: the idea is that it will act as the mirror image of cash in the digital world.,Feature
1767,http://www.bis.org/review/r220926b.htm,this is because retail cbdc is new.,Process
1768,http://www.bis.org/review/r211112e.htm,"in particular with the monetary authority of singapore, where we simulated cross-border transactions involving multiple cbdcs on a common network between singapore and france.",Process
1769,https://www.bis.org/review/r240408c.htm,what we are doing regarding the digital euro is taking place in all openness.,Process
1770,https://www.bis.org/review/r240722i.htm,"we are now assessing and evaluating potential use cases wherein we can strategically implement wholesale cbdc, exploring its applicability and advantages in diverse financial scenarios through ""project agila.""",Process
1771,http://www.bis.org/review/r220831c.htm,"to prevent these macroeconomic consequences from happening, ongoing discussions are currently focusing on what potential safeguards could be built into the digital euro, yet final decisions remain pretty much open at this stage.",Process
1772,http://www.bis.org/review/r221116c.htm,"if everything goes to plan, the first users could pay with digital euro in autumn 2026. some critics argue that this timeframe is not ambitious enough.",Process
1773,http://www.bis.org/review/r230208a.htm,"the paper includes key questions which will be further explored in the next phase of work, including for example which privacy-enhancing technologies might support our policy objectives and what features of an api for the digital pound would best enable innovative use cases.",Process
1774,https://www.bis.org/review/r240129a.htm,"these include, for instance: (i) promoting the linking of tips (the euro area's target instant payment settlement mechanism) with fast payment systems in other countries;'Â® (ii) developing the eurosystem collateral management system; (iii) adopting the new eu regulation on markets in crypto assets (mica) to regulate the crypto-asset ecosystem;* (iv) adopting 23 glowka, m., kosse, a. and szemere, r., (2023) 'digital payments make gains but cash remains', cpmi brief no 1. a4 panetta, f. and dombrovskis, v. (2023), 'why europe needs a digital euro', ecb blog, 28 june 2023.",Process
1775,https://www.bis.org/review/r241014i.htm,what would be the additional benefits of cbdcs in the area of digital payments?,Process
1776,https://www.bis.org/review/r201104b.htm,"[13] ï‚Ž ï€” ecb (2020), public consultation on a digital euro: public consultation (questionnaire), list of questions.",Process
1777,https://www.bis.org/review/r240430a.htm,the digital euro will also preserve the complementarity between central bank money and commercial bank money.,Feature
1778,http://www.bis.org/review/r230703f.htm,"and, just like interlinked faster payment systems, a solution based on interlinked cbdcs would still rely on private actors to provide attractive front-end solutions.",Feature
1779,https://www.bis.org/review/r231127i.htm,some believe that a digital euro may not be successful enough; many ask what specific benefits it could offer that existing payment methods do not already provide.,Risk-Benefit
1780,http://www.bis.org/review/r230425i.htm,the possible decision by the governing council to issue a digital euro would be taken only after the legislative act has been adopted.,Process
1781,http://www.bis.org/review/r210617c.htm,"and if a solution for paying offline with the digital euro - that is, without an internet connection - was offered, it would have to be set up in a safe and secure way.",Feature
1782,http://www.bis.org/review/r230522g.htm,"in fact, according to surveys we conducted in the euro area, the ability to pay anywhere is seen as the most important feature of a potential new digital payment instrument.3 in europe, strategic considerations are also driving the discussions around cbdc .",Process
1783,http://www.bis.org/review/r220810a.htm,"if stocks of the digital euro rose sharply, driven by high foreign demand, the euro would be put under appreciation pressure.",Risk-Benefit
1784,https://www.bis.org/review/r240506e.htm,"depending on the design, it could entail fewer governance challenges than with wholesale cbdc in helvetia iii, but fragmentation challenges would be the same.",Process
1785,https://www.bis.org/review/r180716c.htm,"in search of gold: exploring central bank issued digital currency a speech delivered to the point conference in auckland on 26 june 2018 by geoff bascand, deputy governor introduction kia ora and thank you to payments new zealand for the invitation to speak.",Process
1786,http://www.bis.org/review/r220422d.htm,"32. on these cross-border aspects, see panetta, f. (2021), "" ""hic sunt leones"" - open research questions on the international dimension of central bank digital currencies "", speech at the ecb- cebra conference on international aspects of digital currencies and fintech, frankfurt am main, 19 october.",Process
1787,http://www.bis.org/review/r230606l.htm,"in the new post-covid global financial architecture that is currently taking shape around us, the potential of the use of cbdcs is, and will be, prominent.",Risk-Benefit
1788,http://www.bis.org/review/r210414h.htm,"let me emphasise, once again, that a digital euro would not mean the end of cash.",Feature
1789,https://www.bis.org/review/r240426m.htm,many people will appreciate the high level of privacy the digital euro will provide.,Feature
1790,https://www.bis.org/review/r190712h.htm,"there is also the view that cbdc, which functions as a safe haven in times of stress, would rather amplify the stress.",Risk-Benefit
1791,https://www.bis.org/review/r201201e.htm,"(2020), tiered cbdc and the financial system, european central bank, working paper, no 2351; bindseil, u. and f. panetta (2020), cbdc remuneration in a world with low or negative nominal interest rates, voxeu, 5 october 2020, https://voxeu.org/article/cbdc-remunerationworld-low-or-negative-nominal-interest-rates.",Process
1792,http://www.bis.org/review/r220422d.htm,how do we find the right balance of risks between too much and too little cbdc take-up?,Risk-Benefit
1793,http://www.bis.org/review/r230522g.htm,this is where the digital euro comes in.,Process
1794,http://www.bis.org/review/r210806a.htm,"additionally, i fail to see how allowing u.s. households to, for example, pay their electric bills via a federal reserve cbdc account instead of a commercial bank account would help to maintain global dollar supremacy.",Risk-Benefit
1795,http://www.bis.org/review/r230419c.htm,"as with many of these considerations, the purpose and intended function of a cbdc has a major impact on its policy and design considerations.",Process
1796,https://www.bis.org/review/r201022h.htm,"1 de.statista.com/statistik/daten/studie/300192/umfrage/transaktionen-ueber-paypal-weltweit-quartalszahlen/ 2 www.eurokartensysteme.de/ueber-uns/presse/2020/19-08-2020.html 3 www.ehi.org/de/pressemitteilungen/kontaktlos-und-corona-pushen-kartenzahlung/ 4 ecb (2020), report on a digital euro, frankfurt am main, october 2020.",Process
1797,http://www.bis.org/review/r211202d.htm,"all we have so far decided, and i should stress this, is to prepare ourselves for launching a digital euro if and when the situation so advises it.",Process
1798,http://www.bis.org/review/r220810a.htm,the other risk is referred to as structural disintermediation: bank customers could shift a significant proportion of their bank deposits from their current or other deposit accounts to cbdc (central bank digital currency).,Risk-Benefit
1799,http://www.bis.org/review/r230405j.htm,"in phases i and ii of project helvetia, tests of the issuance of a swiss franc wholesale cbdc were conducted on the test environment of six digital exchange (sdx).",Process
1800,http://www.bis.org/review/r221031j.htm,"the payment segments identified as a 'priority' in the initial releases of the digital euro (ecommerce, point-of-sale, person-to-person and payments from or to government institutions) would help addressing the criticalities associated with the currently limited pan-euro area retail payment solutions.",Feature
1801,http://www.bis.org/review/r230124i.htm,"[ together with the european commission, we are still analysing a possible compensation model for the digital euro.",Process
1802,https://www.bis.org/review/r190527b.htm,"in some sense, such developments limit the potential added-value of the retail cbdc.",Risk-Benefit
1803,http://www.bis.org/review/r221003i.htm,"users could either fund their digital euro accounts or wallets with cash, or they could convert commercial bank money - that is, bank deposits - into digital euro.",Feature
1804,https://www.bis.org/review/r240426j.htm,"for example, an open digital euro infrastructure would allow a belgian citizen to open an account with a payment service provider in spain that may offer services not yet available on the belgian market.",Feature
1805,http://www.bis.org/review/r230124i.htm,[ for example: the payer could decide to set 13 ] an automatic monthly payment in digital euro to pay their rent.,Feature
1806,http://www.bis.org/review/r211202d.htm,"other reasons arise, as in the case of the united states, from the potential contribution of a future digital dollar to allaying some slackening of the us electronic payments market, thereby preserving the international role of the dollar in the face of the emergence of new 2 competitors.",Risk-Benefit
1807,http://www.bis.org/review/r230427b.htm,but the risks of internationalised or cross-border cbdcs for developing economies could be large and unintended.,Risk-Benefit
1808,https://www.bis.org/review/r240625c.htm,"joachim nagel: the digital euro - unifying and trustworthy text of the vigoni lecture by dr joachim nagel, president of the deutsche bundesbank, rome, 24 june 2024.",Process
1809,http://www.bis.org/review/r230427b.htm,"for example, suppose a cbdc or the digital euro is easily and widely accessible across borders or in countries facing financial instability.",Risk-Benefit
1810,http://www.bis.org/review/r220506a.htm,we will proceed investigating in order to be able to take a decision on a realisation phase at the end of 2023. this realisation phase could take three years and would include the development and testing of technical solutions and business arrangements necessary for actually issuing a digital euro.,Process
1811,http://www.bis.org/review/r221031j.htm,"the more the digital euro is integrated into existing payment systems, the greater the benefits will be.",Risk-Benefit
1812,https://www.bis.org/review/r240301d.htm,bangko sentral ng pilipinas (bsp) announced in september 2023 that it will use the hyperledger fabric blockchain for its first wholesale cbdc trials under project agila.,Feature
1813,https://www.bis.org/review/r201201e.htm,"therefore, the eurosystem has not yet decided whether to introduce a digital euro or not.",Process
1814,http://www.bis.org/review/r220810a.htm,the initial focus of the work is on using the digital euro within the euro area.,Process
1815,http://www.bis.org/review/r220713a.htm,"in the light of these challenges, and under the leadership of my board colleague fabio panetta, the eurosystem wisely decided on a two-year investigation phase on the issuance of a digital euro, before taking a decision about whether to go further by the end of 2023 / early 2024. i don't say it's done yet; but it's our strategic - - and yes, sovereign responsibility and then to decide.",Process
1816,https://www.bis.org/review/r240625c.htm,the project was launched in october 2021. the eurosystem began by exploring possible design features and 1 distribution models for a digital euro in an investigation phase.,Process
1817,http://www.bis.org/review/r210326g.htm,these are the hub's contributions to the central banking community as we pilot global multilateral platforms for cross-border payments involving wholesale cbdcs.,Process
1818,http://www.bis.org/review/r230718b.htm,"again on 28 june, the european commission presented a proposal for a regulation on the possible introduction of a digital euro.",Process
1819,https://www.bis.org/review/r200911f.htm,"in his opinion, this would discourage households from holding larger amounts of cbdc.",Risk-Benefit
1820,http://www.bis.org/review/r230623a.htm,"let me stress in this regard that for instance the european payment initiative (epi), which we strongly support, successfully tested and integrated the digital euro during the prototyping exercise organised by the eurosystem over the past few months.",Process
1821,http://www.bis.org/review/r230606l.htm,"ensuring strong privacy safeguards while meeting financial compliance rules, who will be able to access sensitive cbdc payments data and for what purpose, are some of the questions which we currently face and need concrete answers to.",Risk-Benefit
1822,https://www.bis.org/review/r231121a.htm,"during the next phase of development, and in advance of any decision on whether to introduce a digital pound, we would seek to refine, in the light of available evidence, our estimates of possible take-up and the consequent calibration of limits.",Process
1823,https://www.bis.org/review/r190711i.htm,"one of the most important, particularly among some advanced economies, is the protracted decline in the use of cash and the consequent need to adapt to this situation.5 in addition, the possibility that privately- provided electronic means of payment take place in a context of poor competition, has in some cases stimulated central banks' interest in cbdcs.",Risk-Benefit
1824,https://www.bis.org/review/r241014i.htm,"as i understand it, the rbi intends to tap the potential for using cbdcs in cross-border payments as well.",Process
1825,https://www.bis.org/review/r231113r.htm,"to avoid that, there are plans to set a holding limit for digital euro.",Feature
1826,http://www.bis.org/review/r220907b.htm,"more than 340 million people would be able to use cbdc (central bank digital currency) to pay anywhere in the single euro payments area (sepa (single euro payments area)), across borders and independently of international providers.",Risk-Benefit
1827,https://www.bis.org/review/r200306a.htm,cbdc can contribute to improving the efficiency of payments by interlinking various types of private digital money.,Feature
1828,http://www.bis.org/review/r220810a.htm,"this way, central bank digital currency could be an important building block for public money to continue to act as an anchor for all forms of money denominated in euro, even in an increasingly digitalised economy.",Risk-Benefit
1829,http://www.bis.org/review/r210525a.htm,"innovations policy program, is considering a broad range of policy issues associated with the rise of digital payments, including the potential benefits and risks associated with cbdc.",Process
1830,http://www.bis.org/review/r210806a.htm,these innovations are all moving forward in the absence of a cbdc.,Process
1831,http://www.bis.org/review/r210903b.htm,"note that the digital euro is not intended to replace cash, but rather to offer an additional service.",Feature
1832,https://www.bis.org/review/r240426j.htm,and smaller psps that lack the resources to develop their own front-end solutions would be able to distribute digital euro services through the digital euro app.,Feature
1833,http://www.bis.org/review/r220419b.htm,"the digital euro could also be used for payments between governments and individuals, 14 ] for example to pay out public welfare allowances or to pay taxes.",Feature
1834,http://www.bis.org/review/r230405j.htm,"the second model involves integrated settlement, using a swiss franc wholesale cbdc (cf.",Feature
1835,https://www.bis.org/review/r240426j.htm,"while private intermediaries will be able to integrate digital euro services into their own banking apps and wallets, a digital euro app offered by the eurosystem would not only support accessibility - a feature that is important to consumers""2] - but also ensure that public money remains tangible for people by ensuring a harmonised, baseline user experience across the euro area.",Feature
1836,http://www.bis.org/review/r220502a.htm,"these challenges need to be addressed by design in the architecture and functionality of a digital euro, for example by introducing holding limits and by promoting an intermediated model.",Feature
1837,http://www.bis.org/review/r210705c.htm,cbdc supporters also suggest that private digital currencies pose a threat to the u.s. dollar.,Risk-Benefit
1838,https://www.bis.org/review/r241104k.htm,"the sgd testnet will offer three features, namely a settlement facility where wholesale cbdc can be issued, transferred and redeemed by financial institutions programmability to automate and programme conditional triggers for transactions involving tokenised assets interoperability which facilitates linkages with existing financial market infrastructures the sgd testnet will be made available to eligible financial institutions participating in mas' digital asset and digital money initiatives, including project guardian and project orchid.",Feature
1839,http://www.bis.org/review/r221108a.htm,"for example, we are exploring together with the european commission whether the digital euro could replicate some cash-like features and enable greater privacy for lowvalue - low-risk payments, including for offline payments.",Feature
1840,https://www.bis.org/review/r231121i.htm,"this would also help institutions preserve their current relationships with customers, who could even consult and use their digital euro via online banking.",Feature
1841,http://www.bis.org/review/r220506a.htm,"consequently, we see various possible benefits of cbdc, if well designed: a cbdc could offer access to a safe, instant and efficient digital means of payment for all population groups, including less digitally savvy groups of society.",Risk-Benefit
1842,http://www.bis.org/review/r210705c.htm,"in brief, the potential benefits of a federal reserve cbdc are unclear.",Risk-Benefit
1843,http://www.bis.org/review/r220210e.htm,"but, in the course of the 2022 winter olympics in beijing, which started on 4 february, locals as well as athletes and visitors from abroad should be able to try out the e-cny, presumably via fancy smart payment cards.",Process
1844,http://www.bis.org/review/r220810a.htm,"in the eurosystem, we have identified two possible design options that would make the digital euro available for these purposes: an online version allowing payments to be processed by a third party and an offline version in which payments are made directly from person to person.",Feature
1845,https://www.bis.org/review/r240313o.htm,"however, in denmark we currently do not see the possibilities for a cbdc to address them given the specific circumstances we have in denmark.",Risk-Benefit
1846,http://www.bis.org/review/r221028b.htm,"lessons learned from the cbdc experiment first, introducing a cbdc involves not just developing technology but also a process of balancing trade-offs between various goals.",Risk-Benefit
1847,https://www.bis.org/review/r241014e.htm,"at the hearing, i also highlighted how the digital euro would provide merchants with seamless access to europe's consumer base.",Risk-Benefit
1848,https://www.bis.org/review/r241001f.htm,"another ground-breaking initiative is project mbridge, which is a multi-central bank digital currency (cbdc) platform shared among participating central banks and commercial banks.",Feature
1849,http://www.bis.org/review/r220419b.htm,users will need to go through the onboarding process when first starting to use a digital euro.,Feature
1850,http://www.bis.org/review/r220419b.htm,"17. panetta, f. (2021), "" a digital euro to meet the expectations of europeans "", introductory remarks at the econ committee of the european parliament, 14 april.",Process
1851,https://www.bis.org/review/r181030c.htm,"even if we lower the interest rates on central bank digital currencies below zero, the fund shift from them into cash will occur as long as cash is used.",Risk-Benefit
1852,https://www.bis.org/review/r201103c.htm,"we are collaborating with the bank of thailand to explore the potential of a blockchain-based central bank digital currency (cbdc) network, with a view towards more efficient crossborder payments.",Feature
1853,http://www.bis.org/review/r220830d.htm,"the project is exploring a common multi-cbdc platform to enable cheaper, faster and safer cross-border payments.",Feature
1854,http://www.bis.org/review/r210705c.htm,"at the other extreme, we could design a cbdc that would allow parties to transact on a fully anonymized basis; this approach would address privacy concerns but would raise significant moneylaundering risks.",Risk-Benefit
1855,https://www.bis.org/review/r241112e.htm,"a digital euro would go hand in hand with banknotes, providing - for free - an all-in-one digital payment option across the euro area.",Feature
1856,http://www.bis.org/review/r230124i.htm,offering universal accessibility and usability would be key for a digital euro to play its role as a monetary 17 ] anchor and to fulfil people's expectations.,Feature
1857,http://www.bis.org/review/r210811a.htm,"it would be rbi's endeavour, as we move forward in the direction of india's cbdc, to take the necessary steps which would reiterate the leadership position of india in payment systems.",Process
1858,http://www.bis.org/review/r221122a.htm,"the first step was to identify the use cases to focus on, namely those that better support the policy objectives of a digital euro and facilitate network effects.",Process
1859,https://www.bis.org/review/r200205j.htm,"in assessing cbdc in the u.s. context, there are policy and design issues to explore, as well as legal considerations.",Process
1860,http://www.bis.org/review/r220630a.htm,"for example, cbdc will be able to serve as a gateway to the worlds of defi in place of the private stablecoins.",Feature
1861,https://www.bis.org/review/r231121i.htm,"the eurosystem has weighed up the possibility of reusing the existing settlement infrastructure, but the particularities of the digital euro (number of users, transaction volume, privacy requirements, etc.)",Process
1862,http://www.bis.org/review/r230425i.htm,"[ it should be simple for people to start using the digital euro, and there should be no need to change bank in order to do so.",Feature
1863,http://www.bis.org/review/r221003i.htm,"for more information on the foundational privacy options, see panetta, f. (2022), ""a digital euro that serves the needs of the public: striking the right balance"", introductory statement at the committee on economic monetary affairs of the european parliament, brussels, 30 march; and ecb (2022), ""and digital euro - privacy options "", presentation to the eurogroup, 4 april.",Process
1864,http://www.bis.org/review/r220424a.htm,a final decision on whether to launch a digital euro will be taken in the final quarter of 2023 to preserve the strong complementarity [slide 8].,Process
1865,http://www.bis.org/review/r221003i.htm,we will develop prototypes to explore a variety of user interface solutions for making payments with digital euro.,Process
1866,http://www.bis.org/review/r220830d.htm,mas does not see a compelling case for retail cbdcs in singapore.,Risk-Benefit
1867,https://www.bis.org/review/r160426b.htm,what if psp or even individuals could access the central bank digital currency on the ledger via their bank accounts?,Feature
1868,https://www.bis.org/review/r210215b.htm,"we are also carefully considering what the business model for a canadian central bank digital currency might look like: what role would the private sector play in its development, distribution and transfer?",Process
1869,http://www.bis.org/review/r210705c.htm,"but before we get carried away with the novelty, i think we need to subject the promises of a cbdc to a careful critical analysis.",Process
