text,label
in theory a central bank digital currency (cbdc) can be designed for wholesale or general-purpose use.,Wait-and-See
"it also opens the possibility of a retail cbdc, which would be very innovative in that it would be accessible to a wide audience.",Pro-CBDC
the eurosystem has so far not made a decision on whether to introduce a digital euro.,Wait-and-See
"and indeed, a large and growing number of central banks are busy researching the possible effects of issuing cbdc.",Wait-and-See
"and second, whether cbdc delivers on these goals without compromising other central bank objectives, like price stability.",Wait-and-See
several arguments have been put forward in favour of retail cbdc.,Pro-CBDC
"cbdc might, for example, make micropayments cheaper than they are today.",Pro-CBDC
"2.2 risks of cbdc moreover, there are concerns about the changing roles of central banks and commercial banks.",Anti-CBDC
"(pages) 7-21. https://www.bundesbank.de/en/press/speeches/on-the-future-of-money-and-payments-843720 3/6 9/11/2020 on the future of money and payments i deutsche bundesbank to mitigate structural bank disintermediation, ulrich bindseil proposes a two-tier system.> [11] interest rates on cbdc could be significantly less favourable beyond a certain threshold.",Wait-and-See
"in his opinion, this would discourage households from holding larger amounts of cbdc.",Wait-and-See
"indeed, cbdc might also be a catalyst for positive change in the banking system, stimulating competition and promoting new services.",Pro-CBDC
"on the other hand, they would also reduce the attractiveness of cbdc.",Anti-CBDC
many issues surrounding cbdc still require further analysis.,Wait-and-See
"it would be wrong, however, to interpret this as a decision in favour of cbdc.",Anti-CBDC
"3 alternatives to cbdc ladies and gentlemen, looking at the future of payments, consumers' preferences and needs should be front and centre.",Wait-and-See
"the banque de france is now engaging with the innovators from the private sector to conduct a program of 8 experiments, with a view to integrating a wholesale cbdc into innovative procedures for exchanging and settling tokenized financial assets.",Pro-CBDC
let me be clear: we cannot allow ourselves to lag behind on cbdc.,Pro-CBDC
"and/or it may mean that we europeans may decide to issue a wholesale cbdc, with the aim of improving the functioning of financial markets and institutions.",Pro-CBDC
"â€¢ let me stress there is no contradiction, as sometimes feared by commercial banks, between considering a euro-cbdc and supporting epi.",Pro-CBDC
"we do not have much time to decide this consistent european payment strategy, including epi and a possible cbdc: one to two years.",Pro-CBDC
"as president lagarde indicated recently, our working assumption is that a digital euro - if it happens - will be a complement and not a 15 substitute for cash.",Pro-CBDC
"we are also exploring the benefits, risks and operational challenges of introducing a digital euro.",Wait-and-See
"in this process, the notion of a universally accessible cbdc stands out, that is, a new type of central bank digital liability that could be made widely available.",Pro-CBDC
"however, before taking any major decision on the issue of a cbdc, several important questions need to be answered: what precise complementary roles would cash, bank accounts and digital coins play?",Wait-and-See
"on top of this, we must also be aware that a cbdc may possibly bring with it some unwanted side effects, such as increased disintermediation of the financial sector by structurally eroding banks' deposit base, lending capacity, and a greater risk of bank runs.",Anti-CBDC
"that is why while the issuance of a digital euro is not foreseen in the immediate future, the eurosystem has a keen interest to tackle the challenges arising from possible future scenarios.",Wait-and-See
"central bank digital currency on another note, the bsp is currently navigating research on the creation of central bank digital currency (cbdc).",Wait-and-See
"hence, cbdcs may be considered legal money and should not be intertwined with cryptocurrencies, which are decentralized digital currencies based on blockchain technology.",Pro-CBDC
"2/ a european acceleration on cbdc, which is not yet a decision, as published by the ecb last friday.",Wait-and-See
"after publishing our report on a digital euro on 2 october, we are now in a phase of listening and experimentation.",Wait-and-See
"second, it would bring simplicity: a digital euro should be designed to be easy to understand, easy to use and easy to transfer.",Pro-CBDC
why might we need a digital euro?,Wait-and-See
how could a digital euro be introduced?,Wait-and-See
"legal considerations and possible challenges a digital euro would raise legal, technological and policy questions that we need to address.",Wait-and-See
6 public consultation on a digital euro.,Wait-and-See
"2/ an acceleration on the european central bank digital currency (cbdc), the ""digital euro"".",Wait-and-See
"between now and mid-2021, the eurosystem will decide whether to launch a project for a digital euro, which would start with an investigatory phase.",Wait-and-See
"it includes assessing the potential for innovative new propositions such as central bank issued digital currencies (cbdcs), privately issued stablecoins and areas that are even less developed such as multilateral payment platforms.",Wait-and-See
"although we have no imminent plans to issue a cbdc, we are well-connected and considering these developments very closely.",Wait-and-See
"2. cbdcs should co-exist with cash and robust privately-issued money such as deposits in bank accounts, and 3. cbdcs should be innovative and efficient.",Pro-CBDC
"to be clear, we have no immediate plans to launch a cbdc in new zealand.",Anti-CBDC
"""impending arrival: boar, c, holden, h and wadsworth, a (2020) a sequel to the survey on central bank digital currency"", bank for international settlements papers, no 107, january.",Wait-and-See
"they have decided to advance work on 3 the possible issuance of a general purpose central bank digital currency, too.",Pro-CBDC
"whilst our chinese colleagues are frontrunners, in the eurosystem we see the need to clarify some fundamental open questions before taking a decision on the issuance of cbdc.",Wait-and-See
"the main question to be asked is: under what conditions could the introduction of cbdc for the general public, or a digital euro, become preferable?",Wait-and-See
"in addition, there is also the idea that some obstacles to cheaper and faster international payments could be overcome by the issuance of cbdc on the basis of new, and to a certain 5 extent, globally standardised, dlt-based networks.",Pro-CBDC
should these developments motivate us to introduce cbdc?,Wait-and-See
"at the same time, we must also keep an eye on the risks that could potentially come with the issuance of a digital euro given its design.",Wait-and-See
we should also be aware that the availability of cbdc to foreign citizens could come with substantial consequences for the issuing country.,Anti-CBDC
the deutsche bundesbank is deeply involved in the debate on cbdc.,Wait-and-See
"in this respect, it is also becoming clear that cbdc is not the panacea to a multi-faceted problem.",Anti-CBDC
the trigger-solution would have the benefit that the existing payment infrastructure could be used in a tokenised economy without the need to issue cbdc.,Anti-CBDC
"therefore, a comprehensive conceptual analysis and assessment of cbdc relative to alternative options is necessary - especially in terms of the fulfilment of our mandate, but also regarding its impact on society as a whole.",Wait-and-See
"3 see bis wp 880: rise of the central bank digital currencies, august 2020.",Wait-and-See
a properly designed digital euro would need to address such risks.,Wait-and-See
"[16] we will carefully examine the feedback we receive, so that if and when developments around us make it necessary, we will be ready to issue a digital euro that meets the needs of europeans.",Pro-CBDC
"with the onset of covid-19, talk about digital central bank currency (cbdc) seems to be that much out of scope in the eyes of the average consumer.",Anti-CBDC
"the main question to be asked is this: under what conditions might it become necessary to introduce cbdc for the general public, or a digital euro?",Wait-and-See
the debate on the digital euro has just started.,Wait-and-See
whether we will issue a digital euro is something which has not yet been decided.,Wait-and-See
the bundesbank is deeply engaged in the debate on cbdc.,Wait-and-See
"but we are also thinking about alternative solutions, which could avoid disruption and help overcome the existing challenges, reap the benefits of going digital, and support new payment use cases without introducing cbdc.",Anti-CBDC
i would now like to turn briefly to the subject of central bank digital currencies (cbdcs) and how the pandemic has had an impact on them.,Wait-and-See
the arguments in favour of cbdcs have intensified during the pandemic; one of them is reaffirming the role of central banks as the sole issuers of money.,Pro-CBDC
"suffice to say that the issues in question will continue to provide food for thought for the ecb, euro area ncbs and central banks throughout the world as they further explore the costs and benefits of cbdcs.",Wait-and-See
"cbdc-addressing pain points in cross-border payments 33. as a leading international financial centre, hong kong should always be looking to enhance cross-border banking, too.",Pro-CBDC
"we are collaborating with the bank of thailand to explore the potential of a blockchain-based central bank digital currency (cbdc) network, with a view towards more efficient crossborder payments.",Pro-CBDC
"leveraging the wholesale-cbdcs on this platform, e-wallet service providers may be able to offer retail use cases such as remittances and cross-border payments for travelers within the region.",Pro-CBDC
"37. together, the cdi and cbdc initiatives show the hkma's commitment to delivering on our market development mandate.",Pro-CBDC
"[13] we will assess the feedback we receive, so that if and when developments around us make it necessary, we will be ready to issue a digital euro that meets the needs of european citizens.",Pro-CBDC
this is why we are now assessing whether there is a need for central bank digital currency and whether norges bank should expand its operational role in real-time payment settlement.,Wait-and-See
central bank digital currency structural changes in the payment landscape raise questions around whether there is a need for norges bank to implement measures to ensure that payments can continue to be made efficiently and securely in nok in the future.,Wait-and-See
chart 4 central bank digital currency norges bank is not alone in assessing the need for central bank digital currency.,Wait-and-See
central banks are considering introducing a cbdc for a variety of reasons.,Wait-and-See
the prospective introduction of a cbdc is still some way off.,Wait-and-See
the lack of urgency reflects our view so far that there is no acute need to introduce a cbdc.,Anti-CBDC
the introduction of a cbdc could have considerable consequences in a number of areas.,Wait-and-See
introducing a cbdc will involve such a substantial change in the monetary system that it will require a political decision.,Wait-and-See
"if the public replaces bank deposits with cbdc, the consequences for the financial system could be more severe.",Anti-CBDC
"with the introduction of cbdc, digital bank runs might occur more easily and with greater speed.",Anti-CBDC
we must ask ourselves whether we can maintain confidence in the monetary system and achieve the goal of an efficient and secure payment system using instruments other than introducing a cbdc.,Anti-CBDC
norges bank will decide how the bank will proceed with its work on cbdc in the first half of next year.,Wait-and-See
"the bank issued a discussion paper on central bank digital currencies (cbdc) earlier this year.14 last month, seven central banks and the bis outlined some foundational principles and core features for any publicly-available cbdc.15 the precise evolutionary path of digital currencies from here is unclear.",Wait-and-See
stepped up our work on a central bank digital currency given that covid-19 has we're accelerated the use of digital payments.,Pro-CBDC
"in other words, we have attempted to clarify when a digital euro might prove a good ally that would allow us to continue fulfilling the eurosystem's mandate and objectives.",Pro-CBDC
"monetary sovereignty could also be threatened if foreign central bank digital currencies became widely used in the euro area, with implications for international monetary spillovers.",Anti-CBDC
"a digital euro would need to be carefully designed, in order to enhance privacy in digital payments[26], respect the rules on countering illegal activities and avoid interference with central bank policies, first and foremost monetary policy and financial stability.",Wait-and-See
"this would require limiting the holdings of individual users[27] and mean that, unlike stablecoin issuers, the issuer of the digital euro - the ecb - would not aim to acquire deposits.",Wait-and-See
"first, we will test the compatibility between a digital euro and existing central bank settlement services (such as tips).",Wait-and-See
[27] the limits on individual holdings could be achieved by setting a level of remuneration for the digital euro that would make it ï‚Ž unattractive to hold amounts in excess of a given threshold.,Wait-and-See
its use as a means to provide european citizens with a fast and safe digital euro is currently under consideration.,Pro-CBDC
"2 opportunities and risks of retail cbdcs as such, digital money is not new.",Wait-and-See
should cbdc be issued directly to consumers or through intermediaries?,Wait-and-See
"2.1 potential benefits several arguments have been suggested in favour of cbdc, and i would like to highlight three of them.",Pro-CBDC
"first, cbdc is often expected to be a practically costless medium of exchange, making economic and ï„… financial transactions more efficient.",Pro-CBDC
"[7] in the end, cbdc could increase the production of those goods that can be purchased with it and ï„… thereby raise total output.",Pro-CBDC
but there is a second argument in favour of cbdc: preserving financial sovereignty.,Pro-CBDC
"in this context, cbdc is often regarded as a public alternative to foreign payment initiatives.",Pro-CBDC
"2.2 curbing the risks clearly, cbdc comes into play if consumers are to be able to hold a digital claim on the central bank.",Pro-CBDC
that's why there are serious concerns about the potential ramifications of cbdc on the financial system.,Anti-CBDC
"as a consequence, cbdc raises a fundamental question about the role of the central bank.",Wait-and-See
cbdc would be a safe haven for consumers.,Pro-CBDC
the design of a cbdc must address such issues.,Wait-and-See
[15] the basic idea is to set a limit on the amount of cbdc that consumers can hold at a non-negative interest rate.,Wait-and-See
"yet, while curbing the risk of large-scale disintermediation, such limitations also lower the attractiveness of cbdc.",Wait-and-See
i have mentioned some important issues regarding cbdc that still require further analysis.,Wait-and-See
a thorough understanding of the effects and trade-offs of cbdc is imperative for us before we can weigh up the arguments and draw firm conclusions.,Wait-and-See
"therefore, the eurosystem has not yet decided whether to introduce a digital euro or not.",Wait-and-See
"such a wholesale cbdc could, for example, complement innovative ways of exchanging and settling financial assets.",Pro-CBDC
"as benoiÌ‚t (tonne) coeureÌ predicts: ""cbdcs will not usher in an age of prosperity or solve a raft of societal issues - this is beyond the scope of any currency.""",Anti-CBDC
"7. engert, w. and b. s. c. fung (2017), central bank digital currency: motivations and implications, bank of canada, staff discussion paper, no 2017-16.",Wait-and-See
"8. keister, t. and d. sanches (2019), should central banks issue digital currency?",Wait-and-See
"16. european central bank (2020), report on a digital euro, 2 october 2020.",Wait-and-See
"but, whether and how a central bank-issued digital euro is one such alternative is something we are about to find out.",Wait-and-See
"yet, a programmable digital euro could emerge as a game changer for european payments.",Pro-CBDC
"however, the impact of a digital euro on financial intermediation and co-existence with other private solutions, on the distribution of roles among central banks and commercial banks as well as on financial stability merits deeper analysis.",Wait-and-See
a careful assessment of whether this kind of instrument is a curse or a blessing takes place before any decision is made on whether and how a digital euro might be introduced.,Wait-and-See
"it also includes early analyses on emerging developments particularly in innovations such as new multilateral platforms, stablecoins, central bank digital currencies, which the italian presidency has identified as more sensitive areas that would deserve a broader and more in-depth discussion in the g20 setting.",Pro-CBDC
"currently, many central banks across the globe are considering whether to introduce a new digital form of central bank money (central bank digital currency - cbdc).",Wait-and-See
"for example, the introduction of a wholesale-only cbdc could improve the efficiency and the risk management of the interbank payment systems but there are no clear evidences if and how this solution will be more advantageous than current account settlement systems.",Wait-and-See
"likewise, a retail cbdcs directly available to end-users could provide access to simple and costless ways of paying, fostering financial inclusion, but at the same time could have undesired side effects on banks' business models, financial stability and monetary policies.",Wait-and-See
we are still at the beginning of the development of cbdcs and further analysis will be required in order to tackle all key feasibility and operational challenges.,Wait-and-See
"in this respect, the eurosystem is currently evaluating all possible options for a european cbdc in order to be ready to introduce, if needed, a ""digital euro"".",Pro-CBDC
"for the time being, it is hard to predict if cbdc will prove to be a successful payment instrument and which cbdc solution will prevail in the long run.",Wait-and-See
"what is certain, however, is that in the near future cbdcs will coexist with traditional payment instruments and that customers will have access to a broader and diversified range of different payment solutions that could involve traditional cash as well as innovative retail cbdcs.",Pro-CBDC
we europeans cannot allow ourselves to lag behind on cbdc.,Pro-CBDC
"that means that we may create if necessary a retail cbdc, in order to ensure access to central bank money for the general public, in particular in countries where the use of cash is declining.",Pro-CBDC
"within the eurosystem, the ecb published a report in october and opened a public consultation until mid-january 2021. towards mid-2021, the eurosystem will decide whether to advance further a digital euro project, which would start with an investigation phase.",Wait-and-See
"mas is not only a strong and trusted partner for us, but also among the most advanced on cbdc.",Pro-CBDC
"in that respect, i am happy to announce that mas and banque de france will strengthen their cooperation with the aim of conducting tests on wholesale cbdcs next year.",Pro-CBDC
"possible impacts of a cbdc on the banking sector could be reduced with different tools: for instance, by limiting the quantity of digital euro in circulation, and distributing it through commercial banks.",Wait-and-See
the banque de france's ongoing programme of experiments on wholesale cbdc among the constitutes further tangible evidence of our active support for innovation.,Pro-CBDC
what are the differences between a digital ruble and the currently existing cash and non-cash money forms?,Wait-and-See
"to a certain extent, a digital ruble also blurs the distinction between cash and non-cash payments.",Wait-and-See
the currently ongoing research and development on central bank digital currency must be carried out as planned.,Pro-CBDC
"on the issue of central bank digital currency (cbdc), we need to establish a pilot system and carry out tests as planned in a virtual environment, while actively reviewing ways to set up a fast payment system based on the real-time gross settlement system (rtgs).",Pro-CBDC
"all around the world, we are exploring the risks and benefits of issuing central bank digital currency.",Wait-and-See
"the eurosystem is looking into different concepts for a ""digital euro"".",Wait-and-See
"but we must fully understand the economic, financial and societal implications of issuing a digital euro: we should consider how we can achieve the benefits while preserving the stability of the financial system and meeting the needs of europeans.",Wait-and-See
"by ensuring interoperability with foreign digital currencies, including other central bank digital currencies (cbdcs), it could create much needed 15 efficiency gains in cross-border payments[ ], lowering their costs.",Pro-CBDC
"17 ] paradoxically, a digital euro may prove too successful.",Anti-CBDC
"first, the risk of bank disintermediation depends on the design features of a digital euro.",Wait-and-See
"second, the ecb does not plan to interact directly with potentially hundreds of millions of users of a digital euro.",Wait-and-See
"furthermore, beyond such design adaptations, economic thinking on the possible impact of a digital euro on financial intermediation is not clear cut.",Wait-and-See
"indeed, if not properly designed, in times of crisis a digital euro could accelerate ""digital runs"" away from commercial banks towards the central bank.",Anti-CBDC
"but overall, the risk that a digital euro could have adverse effects in times of crisis cannot be ruled out.",Anti-CBDC
"depending on whether it would be accessible to non-residents and interoperable with non-euro payment systems, a digital euro could also have far-reaching implications for the rest of the world.",Wait-and-See
"design and policy options to obtain the benefits of a digital euro - such as the ability to guarantee privacy in digital payments, financial inclusion and universal access - it would need to be carefully designed.",Pro-CBDC
only when all issues have been addressed will we make a decision about whether or not to issue a digital euro.,Wait-and-See
"above that threshold, remuneration would be set so that larger digital euro holdings are only worthwhile to make larger payments and not on an ongoing basis as a form of investment.",Wait-and-See
tiered remuneration could provide a less distorting way to disincentivise large digital euro holdings.,Wait-and-See
"in any event, international cooperation on design, cross-border use and interoperability would be key to reap the potential benefits of cbdcs for cross-border payments, while addressing risks to the international financial system.",Pro-CBDC
"16. the public consultation was launched on 12 october 2020, following report on a digital euro the publication of the eurosystem's , and concluded on 12 january 2021. the ecb will publish a comprehensive analysis of the ecb digital euro public consultation in the spring.",Wait-and-See
"central bank digital currencies 22. see kumhof, m. and noone, c. (2018), "" î¦€ - design principles and balance sheet implications "", staff working papers, no 725, bank of england, may.",Wait-and-See
25. the limit would need to be set for individual users to prevent the possibility of holding additional amounts of digital euro via strawmen.,Wait-and-See
"there are many questions surrounding ""central bank digital currencies"" (cbdc).",Wait-and-See
but one thing is certain: central banks around the world have undertaken tremendous efforts to assess the potential and investigate the opportunities of cbdc.,Pro-CBDC
"it is clear, then, that even more headway has been made in exploring central bank digital currencies over the past year.",Pro-CBDC
"on the other, a widespread roll out of cbdcs seems some way off.",Wait-and-See
"we must first be sure that there is a need to issue cbdc and, if so, that we are able to manage the accompanying risks.",Wait-and-See
"""digital as it the first is the concept of a central bank digital currency-a loonie,"" were.",Wait-and-See
"in a speech in montreÌal a year ago, i gave our preliminary view: we did not see a need for a central bank digital currency at that time, but we could imagine scenarios that could make a central bank digital currency beneficial in canada.",Wait-and-See
"8 h. holden and a. wadsworth, c. boar, ""impending arrival-a sequel to the survey on central bank digital currency,"" bank for international settlements working paper no.",Wait-and-See
"given the potential for cbdcs to gain prominence in cross-border payments and the reserve currency role of the dollar, it is vital for the united states to be at the table in the development of cross-border standards.",Pro-CBDC
"by introducing safe central bank money that is accessible to households and businesses in digital payments systems, a cbdc would reduce counterparty risk and the associated consumer protection and financial stability risks.",Pro-CBDC
the introduction of a cbdc may provide an important foundation for beneficial innovation and competition in retail payments in the united states.,Pro-CBDC
"by providing access to a digital form of safe central bank money, a cbdc could provide an important foundation on which private-sector competition could flourish.",Pro-CBDC
"in emergencies, cbdc may offer a mechanism for the swift and direct transfer of funds, providing rapid relief to those most in need.",Pro-CBDC
the initiative will identify cbdc design features and delivery approaches focused on expanding access to individuals who do not currently use traditional financial services.,Pro-CBDC
"along with the bank of thailand, the hkma initiated a central bank digital currency project for cross-border payments that has now been joined by the central banks of the united arab emirates and china.",Pro-CBDC
"this 'm-cbdc bridge' project is exploring the potential of using blockchain technology to facilitate real-time cross-border payments, which could reduce costs and enhance transparency for users.",Pro-CBDC
"cbdcs have a range of promising applications and, together with our partner central banks, we want to be at the forefront of this development.",Pro-CBDC
"in addition, a recent report from the bank for international settlements and a group of seven central banks, which includes the fed, assessed the feasibility of cbdcs in 3 helping central banks deliver their public policy objectives.",Pro-CBDC
"3 see bank for international settlements (2020), ""central banks and bis publish first central bank digital currency (cbdc) report laying out key requirements,"" press release, october 9.",Wait-and-See
so whether central banks should provide a new form of central bank digital money completed with new payment infrastructure to households and businesses has become a very pertinent question.,Wait-and-See
"apart from being a new and trusted digital means of payment, cbdcs could potentially also foster competition and innovation in the payment sector.",Pro-CBDC
"at the wholesale level, we see great opportunities for cbdcs to enhance the efficiency of cross-border payments.",Pro-CBDC
"we aim to, through this m-cbdc bridge, foster a collaborative environment for central banks and the private sector to further explore the potentials of dlt to improve the settlement and liquidity management efficiencies in crossborder payments.",Pro-CBDC
"9. as with many other central banks working on this subject, we are yet to make a decision as to whether general purpose cbdcs will be issued.",Wait-and-See
"specifically we will look into 2 architectural models, namely the hybrid cbdc and private cbdc-backed stablecoins.",Wait-and-See
"we are extremely excited about these initiatives on cbdcs on multiple fronts, and i would be very happy to share more findings with you all as we make further progress.",Pro-CBDC
"that being said, while we are working on introducing a digital version of the fiat currency, the reserve bank is also assessing the financial stability implications of introducing such a central bank digital currency (cbdc).",Wait-and-See
these are the hub's contributions to the central banking community as we pilot global multilateral platforms for cross-border payments involving wholesale cbdcs.,Pro-CBDC
"thus, providing the latest technology and, eventually, cbdcs, are of utmost importance for central banks.",Pro-CBDC
an ecb report published in october 2020 said that the eurosystem should get prepared for the swift introduction of a retail digital euro should the need arise.,Pro-CBDC
"in the end, the challenge is to determine whether and in what way a central bank digital euro is necessary.",Wait-and-See
"finally, we believe there is a form of continuity between a retail cbdc and an interbank cbdc: logically, a retail digital euro should be able to rely on a cbdc for interbank settlement purposes to support optimal circulation.",Pro-CBDC
"a digital euro would therefore allow people to make payments without sharing their data with third parties, other than what is required by regulation.",Pro-CBDC
"people could have full confidence in both the digital euro and cash, since they are both backed by a credible central bank.",Pro-CBDC
this is also why the digital euro cannot and will not be a tool used to impose negative remuneration on money.,Pro-CBDC
and effective choices on the design of a digital euro would eliminate risks to financial stability and banking intermediation.,Pro-CBDC
[ we are working with other major central banks to reap the potential benefits of digital currencies at the global level.,Pro-CBDC
"in the coming months, the ecb's governing council will decide whether to start a formal investigation phase on a digital euro.",Wait-and-See
"this phase, which would take several years, would see the development of integrated services, testing and possible live experimentation of a digital euro.",Wait-and-See
only at the end of this process would the governing council be able to decide whether or not to launch a digital euro.,Wait-and-See
4. the questionnaire included two open questions (question 5 and question 6) on the role of supervised intermediaries in the provision of digital euro services.,Wait-and-See
the eurosystem will carefully consider these elements as it prepares to decide on initiating a digital euro project this summer.,Wait-and-See
chart: central bank digital currency a key issue is whether norges bank should launch a central bank digital currency 13 (cbdc).,Wait-and-See
"and unlike e-money platforms or cryptocurrencies, a central bank will stand behind it and guarantee its value.",Pro-CBDC
"see norges bank (2021): ""central bank digital currency - third report of the working group"", norges bank paper no 1/2021 (forthcoming in english).",Wait-and-See
"the most correct expression would be ""retail cbdc2"", that is: a central bank digital currency for retail customers.",Wait-and-See
some people will fear that a retail cbdc will be seen as an opportunity to abolish cash.,Anti-CBDC
"how will denmark be affected if other central banks provide access to a retail cbdc, that is: cen- tral bank accounts for consumers and corporations?",Wait-and-See
"such an assessment has not yet been done in the uk and no decision has been taken to introduce a public digital money - or to use its technical name, a central bank digital currency or cbdc.",Wait-and-See
"introduction of a cbdc would be a very major public project which would have material implications for the financial sector, many parts of the economy and for society more broadly.",Wait-and-See
"at this year's uk fintech week, the chancellor announced the establishment of a task force, led by the treasury and the bank of england to ensure a strategic approach is adopted between the uk authorities, as we collectively explore the issues posed by cbdc[14].",Wait-and-See
12. in the december fsr the bank of england committed to publishing in due course a discussion paper on the potential effects from stablecoins and/or cbdcs on financial stability.,Wait-and-See
"image 1. status cbdc projects in different countries bahamas: cbdc eccb*: live cbdc live pilot finished pilot ongoing pilot analysis ""wholesale"" project or pilot no information available *eastern caribbean central bank source: updated data from bis website from auer et al.",Wait-and-See
"while cbdcs may not see mainstream adoption any time soon, this is something that has the potential to profoundly alter the global payment landscape.",Pro-CBDC
"22. for this reason, we have been researching wholesale cbdcs as they have great potential in addressing the long-standing pain points in cross-border payments.",Pro-CBDC
"lately, the hkma's joint research with the bank of thailand has been ranked by the market as one of the most mature of its kind in the world; a testimony that we stand at the forefront in the realm of wholesale cbdcs.",Pro-CBDC
"we have been working with the bank for international settlements (bis) innovation hub hong kong centre on project aurum, which will focus on the technical aspect of issuing r-cbdcs and the possible architectural designs.",Pro-CBDC
"with or without cbdc, the private sector will remain important.",Wait-and-See
"3 cash and cbdc there is a strong level of interest in understanding the potential implications of introducing central bank digital currencies (or cbdc), including what it might mean for the role of cash in the future.",Wait-and-See
"56% of all households interviewed were, in their initial assessment, sceptical about introducing a digital euro in the future.",Anti-CBDC
the more sceptical attitude towards a digital euro was particularly pronounced among frequent cash users.,Anti-CBDC
"in fact, the long-term eurosystem strategy on cash is clear in that regard: if a digital euro were to be issued in the future, it would co-exist alongside cash.",Pro-CBDC
"a cbdc could therefore play an important role in sustaining, and potentially expanding retail access to central bank money.",Pro-CBDC
this commitment can also be seen in our ongoing reflections on the potential launch of a digital euro.,Wait-and-See
"cbdcs are one of the most exciting developments facing central banks today - not just in europe, but worldwide.",Pro-CBDC
so what opportunities could cbdcs bring?,Pro-CBDC
cbdcs promise to combine the improved efficiency brought about by digitalisation with the safety provided by a central bank in one single means of payment.,Pro-CBDC
to name some key aspects: we have to address the risks a digital euro might pose to financial stability and monetary policy.,Wait-and-See
"in any case, the digital euro must be designed properly to mitigate all those risks.",Pro-CBDC
"third, experimental work is currently supporting the analysis of possible technical designs of a digital euro and their implications.",Pro-CBDC
"at the same time, the ecb governing council will decide whether to launch an investigation phase for a digital euro project.",Wait-and-See
ecb president christine lagarde has suggested a period of no more than four years for the 4 digital euro to go live.,Pro-CBDC
some may argue that we have already lost too much time and that a digital euro would come too late.,Anti-CBDC
earlier this month the bank published a discussion paper on digital money including the 4 possibility of central bank digital currencies (cbdc).,Wait-and-See
rtgs at the heart of uk payments a decision on whether to introduce cbdc will be made in due course.,Wait-and-See
"5 see: ""the financial crisis - 10 years on"" (bank of england, 2018) 6 stablecoins are different from cbdc.",Wait-and-See
the bank of england is exploring the case for a cbdc but has not made a decision yet.,Wait-and-See
a wide range of experts and commenters have suggested that the federal reserve should issue-and in fact may need to issue-a cbdc.,Pro-CBDC
"these digital dollars are not a cbdc, because they are liabilities of commercial banks rather than the federal reserve.",Wait-and-See
a different cbdc model could involve a cbdc that is not maintained in federal reserve accounts.,Wait-and-See
i am skeptical that the federal reserve has legal authority to pursue either of these cbdc models without legislation.,Anti-CBDC
"policy considerations yet, proponents of a federal reserve cbdc believe that it would solve a number of significant problems.",Pro-CBDC
let's examine some of the arguments raised by cbdc supporters.,Wait-and-See
"the first argument is that the federal reserve should develop a cbdc to defend the u.s. dollar against threats that would be posed by foreign cbdcs, on the one hand, and the continued spread of private digital currencies, on the other.",Pro-CBDC
"none of these are likely to be threatened by a foreign currency, and certainly not because that foreign currency is a cbdc.",Anti-CBDC
cbdc supporters also suggest that private digital currencies pose a threat to the u.s. dollar.,Pro-CBDC
some commentators argue that the united states must develop a cbdc to compete with u.s. dollar stablecoins.,Pro-CBDC
"for example, a global u.s. dollar stablecoin network could encourage use of the dollar by making cross-border payments faster and cheaper, and it potentially could be deployed much faster and with fewer downsides than a cbdc.",Anti-CBDC
"indeed, the combination of imminent improvements in the existing payments system such as various instant payments initiatives combined with the crossborder efficiency of properly structured stablecoins could well make superfluous any effort to develop a cbdc.",Anti-CBDC
some commentators assert that the united states must develop a cbdc to counter the appeal of cryptocurrencies.,Pro-CBDC
"bitcoin and its ilk will, accordingly, almost certainly remain a risky and speculative investment rather than a revolutionary means of payment, and they are therefore highly unlikely to affect the role of the u.s. dollar or require a response with a cbdc.",Anti-CBDC
"a second broad argument raised by proponents of cbdcs is that a federal reserve cbdc would improve access to digital payments for people who currently do not keep bank accounts because of their expense, a lack of trust in banks, or other reasons.",Pro-CBDC
"i am far from convinced that a cbdc is the best, or even an effective, method to increase financial inclusion.",Anti-CBDC
"in brief, the potential benefits of a federal reserve cbdc are unclear.",Anti-CBDC
"conversely, a federal reserve cbdc could pose significant and concrete risks.",Anti-CBDC
"first, a federal reserve cbdc could create considerable challenges for the structure of our banking system, which currently relies on deposits to support the credit needs of households and businesses.",Anti-CBDC
"among other potential problems, a dominant cbdc could undermine the consumer and other economic benefits that accrue when commercial banks compete to attract customers.",Anti-CBDC
a federal reserve cbdc could also present an appealing target for cyberattacks and other security threats.,Anti-CBDC
the architecture of a federal reserve cbdc would need to be extremely resistant to such threats-and would need to remain resistant as bad actors employ ever-more sophisticated methods and tactics.,Wait-and-See
"critically, we also would need to ensure that a cbdc does not facilitate illicit activity.",Wait-and-See
"at one extreme, we could design a cbdc that would require cbdc holders to provide the federal reserve detailed information about themselves and their transactions; this approach would minimize money-laundering risks but would raise significant privacy concerns.",Wait-and-See
"at the other extreme, we could design a cbdc that would allow parties to transact on a fully anonymized basis; this approach would address privacy concerns but would raise significant moneylaundering risks.",Wait-and-See
"we will need to consider whether the potential use cases for a cbdc justify such costs and expansion of the federal reserve's responsibilities into unfamiliar activities, together with the risk of politicization of the fed's mandate that would come with such an expansion.",Anti-CBDC
"second, the potential benefits of a federal reserve cbdc are unclear.",Anti-CBDC
"third, developing a cbdc could, i believe, pose considerable risks.",Anti-CBDC
